ID|NAME|COST|TYPE|POWER|TOUGHNESS|ORACLE|SET|RARITY|CTYPE|CMC|DBPRICE|LANG|EDITION_ABBR|RATING|ARTIST|COLLNUM|RULINGS|TEXT|ENID
234718|Flames of the Blood Hand|{2}{R}|Instant|||Flames of the Blood Hand deals 4 damage to target player. The damage can't be prevented. If that player would gain life this turn, that player gains no life instead.|Premium Deck Series: Fire and Lightning|Uncommon|mono|3|0.0|||4.684|Aleksi Briclot|22||Flames of the Blood Hand deals 4 damage to target player. The damage can't be prevented. If that player would gain life this turn, that player gains no life instead.|0
234698|Ghitu Encampment||Land|||Ghitu Encampment enters the battlefield tapped.<br>{T}: Add {R} to your mana pool.<br>{1}{R}: Ghitu Encampment becomes a 2/1 red Warrior creature with first strike until end of turn. It's still a land. <i>(It deals combat damage before creatures without first strike.)</i>|Premium Deck Series: Fire and Lightning|Uncommon|land|0|0.0|||4.214|John Avon|29||Ghitu Encampment enters the battlefield tapped.<br>{T}: Add {R} to your mana pool.<br>{1}{R}: Ghitu Encampment becomes a 2/1 red Warrior creature with first strike until end of turn. It's still a land. <i>(It deals combat damage before creatures without first strike.)</i>|0
234706|Grim Lavamancer|{R}|Creature - Human Wizard|1|1|{R}, {T}, Exile two cards from your graveyard: Grim Lavamancer deals 2 damage to target creature or player.|Premium Deck Series: Fire and Lightning|Rare|mono|1|0.0|||4.628|Michael Sutfin|1||{R}, {T}, Exile two cards from your graveyard: Grim Lavamancer deals 2 damage to target creature or player.|0
234721|Hammer of Bogardan|{1}{R}{R}|Sorcery|||Hammer of Bogardan deals 3 damage to target creature or player.<br>{2}{R}{R}{R}: Return Hammer of Bogardan from your graveyard to your hand. Activate this ability only during your upkeep.|Premium Deck Series: Fire and Lightning|Rare|mono|3|0.0|||3.6|Ron Spencer|23||Hammer of Bogardan deals 3 damage to target creature or player.<br>{2}{R}{R}{R}: Return Hammer of Bogardan from your graveyard to your hand. Activate this ability only during your upkeep.|0
234711|Hellspark Elemental|{1}{R}|Creature - Elemental|3|1|Trample, haste<br>At the beginning of the end step, sacrifice Hellspark Elemental.<br>Unearth {1}{R} <i>({1}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)</i>|Premium Deck Series: Fire and Lightning|Uncommon|mono|2|0.0|||4.569|Justin Sweet|6||Trample, haste<br>At the beginning of the end step, sacrifice Hellspark Elemental.<br>Unearth {1}{R} <i>({1}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)</i>|0
217974|Jackal Pup|{R}|Creature - Hound|2|1|Whenever Jackal Pup is dealt damage, it deals that much damage to you.|Premium Deck Series: Fire and Lightning|Uncommon|mono|1|0.0|||3.934|Kev Walker|2||Whenever Jackal Pup is dealt damage, it deals that much damage to you.|0
234707|Jaya Ballard, Task Mage|{1}{R}{R}|Legendary Creature - Human Spellshaper|2|2|{R}, {T}, Discard a card: Destroy target blue permanent.<br>{1}{R}, {T}, Discard a card: Jaya Ballard, Task Mage deals 3 damage to target creature or player. A creature dealt damage this way can't be regenerated this turn.<br>{5}{R}{R}, {T}, Discard a card: Jaya Ballard deals 6 damage to each creature and each player.|Premium Deck Series: Fire and Lightning|Rare|mono|3|0.0|||4.659|Matt Cavotta|10||{R}, {T}, Discard a card: Destroy target blue permanent.<br>{1}{R}, {T}, Discard a card: Jaya Ballard, Task Mage deals 3 damage to target creature or player. A creature dealt damage this way can't be regenerated this turn.<br>{5}{R}{R}, {T}, Discard a card: Jaya Ballard deals 6 damage to each creature and each player.|0
234713|Keldon Champion|{2}{R}{R}|Creature - Human Barbarian|3|2|Haste<br>Echo {2}{R}{R} <i>(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)</i><br>When Keldon Champion enters the battlefield, it deals 3 damage to target player.|Premium Deck Series: Fire and Lightning|Uncommon|mono|4|0.0|||4.346|Mark Tedin|14||Haste<br>Echo {2}{R}{R} <i>(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)</i><br>When Keldon Champion enters the battlefield, it deals 3 damage to target player.|0
234709|Keldon Marauders|{1}{R}|Creature - Human Warrior|3|3|Vanishing 2 <i>(This permanent enters the battlefield with two time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)</i><br>When Keldon Marauders enters the battlefield or leaves the battlefield, it deals 1 damage to target player.|Premium Deck Series: Fire and Lightning|Common|mono|2|0.0|||4.18|Alex Horley-Orlandelli|7||Vanishing 2 <i>(This permanent enters the battlefield with two time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)</i><br>When Keldon Marauders enters the battlefield or leaves the battlefield, it deals 1 damage to target player.|0
234704|Lightning Bolt|{R}|Instant|||Lightning Bolt deals 3 damage to target creature or player.|Premium Deck Series: Fire and Lightning|Common|mono|1|0.0|||4.821|Christopher Moeller|17||Lightning Bolt deals 3 damage to target creature or player.|0
234699|Mogg Fanatic|{R}|Creature - Goblin|1|1|Sacrifice Mogg Fanatic: Mogg Fanatic deals 1 damage to target creature or player.|Premium Deck Series: Fire and Lightning|Uncommon|mono|1|0.0|||4.167|Brom|3||Sacrifice Mogg Fanatic: Mogg Fanatic deals 1 damage to target creature or player.|0
234710|Mogg Flunkies|{1}{R}|Creature - Goblin|3|3|Mogg Flunkies can't attack or block alone.|Premium Deck Series: Fire and Lightning|Common|mono|2|0.0|||3.25|Brom|8||Mogg Flunkies can't attack or block alone.|0
234738|Mountain||Basic Land - Mountain|||R|Premium Deck Series: Fire and Lightning|Land|land|0|0.0|||4.385|John Avon|31||R|0
234739|Mountain||Basic Land - Mountain|||R|Premium Deck Series: Fire and Lightning|Land|land|0|0.0|||4.773|Aleksi Briclot|32||R|0
234740|Mountain||Basic Land - Mountain|||R|Premium Deck Series: Fire and Lightning|Land|land|0|0.0|||4.556|Aleksi Briclot|33||R|0
234741|Mountain||Basic Land - Mountain|||R|Premium Deck Series: Fire and Lightning|Land|land|0|0.0|||4.667|Richard Wright|34||R|0
234720|Pillage|{1}{R}{R}|Sorcery|||Destroy target artifact or land. It can't be regenerated.|Premium Deck Series: Fire and Lightning|Uncommon|mono|3|0.0|||4.571|Bradley Williams|24||Destroy target artifact or land. It can't be regenerated.|0
234714|Price of Progress|{1}{R}|Instant|||Price of Progress deals damage to each player equal to twice the number of nonbasic lands that player controls.|Premium Deck Series: Fire and Lightning|Uncommon|mono|2|0.0|||4.352|Richard Kane Ferguson|18||Price of Progress deals damage to each player equal to twice the number of nonbasic lands that player controls.|0
234705|Reverberate|{R}{R}|Instant|||Copy target instant or sorcery spell. You may choose new targets for the copy.|Premium Deck Series: Fire and Lightning|Rare|mono|2|0.0|||4.596|jD|20||Copy target instant or sorcery spell. You may choose new targets for the copy.|0
234700|Spark Elemental|{R}|Creature - Elemental|3|1|Trample, haste <i>(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker. This creature can attack and {T} as soon as it comes under your control.)</i><br>At the beginning of the end step, sacrifice Spark Elemental.|Premium Deck Series: Fire and Lightning|Uncommon|mono|1|0.0|||4.286|John Avon|4||Trample, haste <i>(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker. This creature can attack and {T} as soon as it comes under your control.)</i><br>At the beginning of the end step, sacrifice Spark Elemental.|0
234701|Sudden Impact|{3}{R}|Instant|||Sudden Impact deals damage equal to the number of cards in target player's hand to that player.|Premium Deck Series: Fire and Lightning|Uncommon|mono|4|0.0|||3.05|Wayne Reynolds|25||Sudden Impact deals damage equal to the number of cards in target player's hand to that player.|0
234715|Teetering Peaks||Land|||Teetering Peaks enters the battlefield tapped.<br>When Teetering Peaks enters the battlefield, target creature gets +2/+0 until end of turn.<br>{T}: Add {R} to your mana pool.|Premium Deck Series: Fire and Lightning|Common|land|0|0.0|||4.3|Fred Fields|30||Teetering Peaks enters the battlefield tapped.<br>When Teetering Peaks enters the battlefield, target creature gets +2/+0 until end of turn.<br>{T}: Add {R} to your mana pool.|0
234716|Thunderbolt|{1}{R}|Instant|||Choose one- Thunderbolt deals 3 damage to target player; or Thunderbolt deals 4 damage to target creature with flying.|Premium Deck Series: Fire and Lightning|Common|mono|2|0.0|||3.9|Dylan Martens|19||Choose one- Thunderbolt deals 3 damage to target player; or Thunderbolt deals 4 damage to target creature with flying.|0
234719|Vulshok Sorcerer|{1}{R}{R}|Creature - Human Shaman|1|1|Haste<br>{T}: Vulshok Sorcerer deals 1 damage to target creature or player.|Premium Deck Series: Fire and Lightning|Common|mono|3|0.0|||4.28|rk post|11||Haste<br>{T}: Vulshok Sorcerer deals 1 damage to target creature or player.|0
