id|name|cost|type|power|toughness|oracleText|edition|rarity|colorType|cmc
97110|Anthem of Rakdos|{2}{B}{R}{R}|Enchantment| | |Whenever a creature you control attacks, it gets +2/+0 until end of turn and Anthem of Rakdos deals 1 damage to you. <br><i>Hellbent</i> - As long as you have no cards in hand, if a source you control would deal damage to a creature or player, it deals double that damage to that creature or player instead.|Dissension|Rare|null|0
35059|Anurid Brushhopper|{1}{G}{W}|Creature - Frog Beast|3|4|Discard two cards: Remove Anurid Brushhopper from the game. Return it to play under its owner's control at end of turn.|Judgment|Rare|null|0
1644|Arcades Sabboth|{2}{G}{G}{W}{W}{U}{U}|Legendary Creature - Elder Dragon|7|7|Flying <br>At the beginning of your upkeep, sacrifice Arcades Sabboth unless you pay {G}{W}{U}. <br>Untapped nonattacking creatures you control get +0/+2. <br>{W}: Arcades Sabboth gets +0/+1 until end of turn.|Legends|Rare|null|0
23164|Armadillo Cloak|{1}{G}{W}|Enchantment - Aura| | |Enchant creature <br>Enchanted creature gets +2/+2 and has trample.  <br>Whenever enchanted creature deals damage, you gain that much life.|Invasion|Common|null|0
23197|Armored Guardian|{3}{W}{U}|Creature - Cat Soldier|2|5|{1}{W}{W}: Target creature you control gains protection from the color of your choice until end of turn. <br>{1}{U}{U}: Armored Guardian gains shroud until end of turn. <i>(It can't be the target of spells or abilities.)</i>|Invasion|Rare|null|0
3733|Army Ants|{1}{B}{R}|Creature - Insect|1|1|{T}, Sacrifice a land: Destroy target land.|Visions|Uncommon|null|0
23195|Artifact Mutation|{R}{G}|Instant| | |Destroy target artifact. It can't be regenerated. Put X 1/1 green Saproling creature tokens into play, where X is its converted mana cost.|Invasion|Rare|null|0
3527|Asmira, Holy Avenger|{2}{G}{W}|Legendary Creature - Human Cleric|2|3|Flying <br>At end of turn, put a +1/+1 counter on Asmira, Holy Avenger for each creature put into your graveyard from play this turn.|Mirage|Rare|null|0
74329|Ass Whuppin'|{1}{W}{B}|Sorcery| | |Destroy target silver-bordered permanent in any game you can see from your seat.|Unhinged|Rare|null|0
97107|Assault Zeppelid|{2}{G}{U}|Creature - Beast|3|3|Flying, trample|Dissension|Common|null|0
31834|Atogatog|{W}{U}{B}{R}{G}|Legendary Creature - Atog|5|5|Sacrifice an Atog creature: Atogatog gets +X/+X until end of turn, where X is the sacrificed creature's power.|Odyssey|Rare|null|0
23184|Aura Mutation|{G}{W}|Instant| | |Destroy target enchantment. Put X 1/1 green Saproling creature tokens into play, where X is its converted mana cost.|Invasion|Rare|null|0
23152|Aura Shards|{1}{G}{W}|Enchantment| | |Whenever a creature comes into play under your control, you may destroy target artifact or enchantment.|Invasion|Uncommon|null|0
89096|Autochthon Wurm|{10}{G}{G}{G}{W}{W}|Creature - Wurm|9|14|Convoke <i>(Each creature you tap while playing this spell reduces its cost by {1} or by one mana of that creature's color.)</i> <br>Trample|Ravnica: City of Guilds|Rare|null|0
107437|Avatar of Discord|{B/R}{B/R}{B/R}|Creature - Avatar|5|3|<i>({B/R} can be paid with either {B} or {R}.)</i> <br>Flying <br>When Avatar of Discord comes into play, sacrifice it unless you discard two cards.|Dissension|Rare|null|0
2867|Axelrod Gunnarson|{4}{B}{B}{R}{R}|Legendary Creature - Giant|5|5|Trample <br>Whenever a creature dealt damage by Axelrod Gunnarson this turn is put into a graveyard, you gain 1 life and Axelrod deals 1 damage to target player.|Chronicles|Rare|null|0
1646|Ayesha Tanaka|{W}{W}{U}{U}|Legendary Creature - Human Artificer|2|2|Banding <br>{T}: Counter target activated ability from an artifact source unless that ability's controller pays {W}.|Legends|Rare|null|0
111256|Azorius Æthermage|{1}{W}{U}|Creature - Human Wizard|1|1|Whenever a permanent is returned to your hand, you may pay {1}. If you do, draw a card.|Dissension|Uncommon|null|0
97101|Azorius First-Wing|{W}{U}|Creature - Griffin|2|2|Flying, protection from enchantments|Dissension|Common|null|0
97077|Azorius Guildmage|{W/U}{W/U}|Creature - Vedalken Wizard|2|2|<i>({W/U} can be paid with either {W} or {U}.)</i> <br>{2}{W}: Tap target creature. <br>{2}{U}: Counter target activated ability. <i>(Mana abilities can't be targeted.)</i>|Dissension|Uncommon|null|0
107427|Azorius Ploy|{1}{W}{W}{U}|Instant| | |Prevent all combat damage target creature would deal this turn. <br>Prevent all combat damage that would be dealt to target creature this turn.|Dissension|Uncommon|null|0
23171|Backlash|{1}{B}{R}|Instant| | |Tap target untapped creature. That creature deals damage equal to its power to its controller.|Invasion|Uncommon|null|0
1647|Barktooth Warbeard|{4}{B}{R}{R}|Legendary Creature - Human Warrior|6|5| |Legends|Uncommon|null|0
25751|Barrin's Spite|{2}{U}{B}|Sorcery| | |Choose a player and two target creatures that player controls. The player chooses and sacrifices one of them. Return the other to its owner's hand.|Invasion|Rare|null|0
1648|Bartel Runeaxe|{3}{B}{R}{G}|Legendary Creature - Giant Warrior|6|5|Vigilance <br>Bartel Runeaxe can't be the target of Aura spells.|Legends|Rare|null|0
3528|Benthic Djinn|{2}{U}{B}|Creature - Djinn|5|3|Islandwalk <br> <br>At the beginning of your upkeep, you lose 2 life.|Mirage|Rare|null|0
107277|Biomantic Mastery|{4}{G/U}{G/U}{G/U}|Sorcery| | |<i>({G/U} can be paid with either {G} or {U}.)</i> <br>Draw a card for each creature target player controls, then draw a card for each creature another target player controls.|Dissension|Rare|null|0
42024|Bladewing the Risen|{3}{B}{B}{R}{R}|Legendary Creature - Zombie Dragon|4|4|Flying <br>When Bladewing the Risen comes into play, you may return target Dragon permanent card from your graveyard to play. <br>{B}{R}: Dragon creatures get +1/+1 until end of turn.|Scourge|Rare|null|0
23192|Blazing Specter|{2}{B}{R}|Creature - Specter|2|2|Flying, haste <br>Whenever Blazing Specter deals combat damage to a player, that player discards a card.|Invasion|Rare|null|0
97227|Blind Hunter|{2}{W}{B}|Creature - Bat|2|2|Flying <br>Haunt <i>(When this card is put into a graveyard from play, remove it from the game haunting target creature.)</i> <br>When Blind Hunter comes into play or the creature it haunts is put into a graveyard, target player loses 2 life and you gain 2 life.|Guildpact|Common|null|0
121151|Blizzard Specter|{2}{U}{B}|Snow Creature - Specter|2|3|Flying <br>Whenever Blizzard Specter deals combat damage to a player, choose one - That player returns a permanent he or she controls to its owner's hand; or that player discards a card.|Coldsnap|Uncommon|null|0
89000|Bloodbond March|{2}{B}{G}|Enchantment| | |Whenever a creature spell is played, each player returns all cards with the same name as that spell from his or her graveyard to play.|Ravnica: City of Guilds|Rare|null|0
97229|Borborygmos|{3}{R}{R}{G}{G}|Legendary Creature - Cyclops|6|7|Trample <br>Whenever Borborygmos deals combat damage to a player, put a +1/+1 counter on each creature you control.|Guildpact|Rare|null|0
1649|Boris Devilboon|{3}{B}{R}|Legendary Creature - Zombie Wizard|2|2|{2}{B}{R}, {T}: Put a 1/1 black and red Demon creature token named Minor Demon into play.|Legends|Rare|null|0
87918|Boros Guildmage|{R/W}{R/W}|Creature - Human Wizard|2|2|<i>({R/W} can be paid with either {R} or {W}.)</i> <br>{1}{R}: Target creature gains haste until end of turn. <br>{1}{W}: Target creature gains first strike until end of turn.|Ravnica: City of Guilds|Uncommon|null|0
88992|Boros Recruit|{R/W}|Creature - Goblin Soldier|1|1|<i>({R/W} can be paid with either {R} or {W}.)</i> <br>First strike|Ravnica: City of Guilds|Common|null|0
83588|Boros Swiftblade|{R}{W}|Creature - Human Soldier|1|2|Double strike|Ravnica: City of Guilds|Uncommon|null|0
3734|Breathstealer's Crypt|{2}{U}{B}|Enchantment| | |If a player would draw a card, instead he or she draws a card and reveals it. If it's a creature card, that player discards it unless he or she pays 3 life.|Visions|Rare|null|0
89068|Brightflame|{X}{R}{R}{W}{W}|Sorcery| | |<i>Radiance</i> - Brightflame deals X damage to target creature and each other creature that shares a color with it. You gain life equal to the damage dealt this way.|Ravnica: City of Guilds|Rare|null|0
140217|Brion Stoutarm|{2}{R}{W}|Legendary Creature - Giant Warrior|4|4|Lifelink <i>(Whenever this creature deals damage, you gain that much life.)</i> <br>{R}, {T}, Sacrifice a creature other than Brion Stoutarm: Brion Stoutarm deals damage equal to the sacrificed creature's power to target player.|Lorwyn|Rare|null|0
96898|Burning-Tree Bloodscale|{2}{R}{G}|Creature - Viashino Berserker|2|2|Bloodthirst 1 <i>(If an opponent was dealt damage this turn, this creature comes into play with a +1/+1 counter on it.)</i> <br>{2}{R}: Target creature can't block Burning-Tree Bloodscale this turn. <br>{2}{G}: Target creature blocks Burning-Tree Bloodscale this turn if able.|Guildpact|Common|null|0
97205|Burning-Tree Shaman|{1}{R}{G}|Creature - Centaur Shaman|3|4|Whenever a player plays an activated ability that isn't a mana ability, Burning-Tree Shaman deals 1 damage to that player.|Guildpact|Rare|null|0
3529|Cadaverous Bloom|{3}{B}{G}|Enchantment| | |Remove a card in your hand from the game: Add {B}{B} or {G}{G} to your mana pool.|Mirage|Rare|null|0
25976|Captain Sisay|{2}{G}{W}|Legendary Creature - Human Soldier|2|2|{T}: Search your library for a legendary card, reveal that card, and put it into your hand. Then shuffle your library.|Invasion|Rare|null|0
25828|Captain's Maneuver|{X}{R}{W}|Instant| | |The next X damage that would be dealt to target creature or player this turn is dealt to another target creature or player instead.|Apocalypse|Uncommon|null|0
97219|Castigate|{W}{B}|Sorcery| | |Target opponent reveals his or her hand. Choose a nonland card from it. Remove that card from the game.|Guildpact|Common|null|0
23173|Cauldron Dance|{4}{B}{R}|Instant| | |Play Cauldron Dance only during combat. <br>Return target creature card from your graveyard to play. That creature gains haste. Return it to your hand at end of turn.  <br>You may put a creature card from your hand into play. That creature gains haste. Put it into your graveyard at end of turn.|Invasion|Uncommon|null|0
126021|Cautery Sliver|{R}{W}|Creature - Sliver|2|2|All Slivers have "{1}, Sacrifice this permanent: This permanent deals 1 damage to target creature or player." <br>All Slivers have "{1}, Sacrifice this permanent: Prevent the next 1 damage that would be dealt to target Sliver creature or player this turn."|Planar Chaos|Uncommon|null|0
25926|Cavern Harpy|{U}{B}|Creature - Harpy Beast|2|1|Flying <br>When Cavern Harpy comes into play, return a blue or black creature you control to its owner's hand. <br>Pay 1 life: Return Cavern Harpy to its owner's hand.|Planeshift|Common|null|0
159834|Centaur Archer|{1}{R}{G}|Creature - Centaur Archer|3|2|{T}: Centaur Archer deals 1 damage to target creature with flying.|Masters Edition|Magic Online only|null|0
87959|Centaur Safeguard|{2}{G/W}|Creature - Centaur Warrior|3|1|<i>({G/W} can be paid with either {G} or {W}.)</i> <br>When Centaur Safeguard is put into a graveyard from play, you may gain 3 life.|Ravnica: City of Guilds|Common|null|0
96907|Cerebral Vortex|{1}{U}{R}|Instant| | |Target player draws two cards, then Cerebral Vortex deals damage to that player equal to the number of cards he or she has drawn this turn.|Guildpact|Rare|null|0
23162|Charging Troll|{2}{G}{W}|Creature - Troll|3|3|Vigilance <br>{G}: Regenerate Charging Troll.|Invasion|Uncommon|null|0
89053|Chorus of the Conclave|{4}{G}{G}{W}{W}|Legendary Creature - Dryad|3|8|Forestwalk <br>As an additional cost to play creature spells, you may pay any amount of mana. If you do, that creature comes into play with that many additional +1/+1 counters on it.|Ravnica: City of Guilds|Rare|null|0
2719|Chromatic Armor|{1}{W}{U}|Enchantment - Aura| | |Enchant creature <br>As Chromatic Armor comes into play, choose a color. <br>Chromatic Armor comes into play with a sleight counter on it. <br>Prevent all damage that would be dealt to enchanted creature by a source of the last chosen color. <br>{X}: Put a sleight counter on Chromatic Armor and choose a color. X is the number of sleight counters on Chromatic Armor.|Ice Age|Rare|null|0
1650|Chromium|{2}{W}{W}{U}{U}{B}{B}|Legendary Creature - Elder Dragon|7|7|Flying <br>Rampage 2 <I>(Whenever this creature becomes blocked, it gets +2/+2 until end of turn for each creature blocking it beyond the first.)</I> <br>At the beginning of your upkeep, sacrifice Chromium unless you pay {W}{U}{B}.|Legends|Rare|null|0
23172|Cinder Shade|{1}{B}{R}|Creature - Shade|1|1|{B}: Cinder Shade gets +1/+1 until end of turn. <br>{R}, Sacrifice Cinder Shade: Cinder Shade deals damage equal to its power to target creature.|Invasion|Uncommon|null|0
3530|Circle of Despair|{1}{W}{B}|Enchantment| | |{1}, Sacrifice a creature: The next time a source of your choice would deal damage to target creature or player this turn, prevent that damage.|Mirage|Rare|null|0
89111|Circu, Dimir Lobotomist|{2}{U}{B}|Legendary Creature - Human Wizard|2|3|Whenever you play a blue spell, remove the top card of target library from the game. <br>Whenever you play a black spell, remove the top card of target library from the game. <br>Your opponents can't play nonland cards with the same name as a card removed from the game with Circu, Dimir Lobotomist.|Ravnica: City of Guilds|Rare|null|0
25899|Cloud Cover|{2}{W}{U}|Enchantment| | |Whenever another permanent you control becomes the target of a spell or ability an opponent controls, you may return that permanent to its owner's hand.|Planeshift|Rare|null|0
89037|Clutch of the Undercity|{1}{U}{U}{B}|Instant| | |Return target permanent to its owner's hand. Its controller loses 3 life. <br>Transmute {1}{U}{B} <i>({1}{U}{B}, Discard this card: Search your library for a card with the same converted mana cost as this card, reveal it, and put it into your hand. Then shuffle your library. Play only as a sorcery.)</i>|Ravnica: City of Guilds|Uncommon|null|0
23216|Coalition Victory|{3}{W}{U}{B}{R}{G}|Sorcery| | |You win the game if you control a land of each basic land type and a creature of each color.|Invasion|Rare|null|0
97106|Coiling Oracle|{G}{U}|Creature - Snake Elf Druid|1|1|When Coiling Oracle comes into play, reveal the top card of your library. If it's a land card, put it into play. Otherwise, put that card into your hand.|Dissension|Common|null|0
87995|Congregation at Dawn|{G}{G}{W}|Instant| | |Search your library for up to three creature cards and reveal them. Shuffle your library, then put those cards on top of it in any order.|Ravnica: City of Guilds|Uncommon|null|0
97194|Conjurer's Ban|{W}{B}|Sorcery| | |Name a card. Until your next turn, the named card can't be played. <br>Draw a card.|Guildpact|Uncommon|null|0
87923|Consult the Necrosages|{1}{U}{B}|Sorcery| | |Choose one - Target player draws two cards; or target player discards two cards.|Ravnica: City of Guilds|Common|null|0
19163|Consume Strength|{1}{B}{G}|Instant| | |Target creature gets +2/+2 until end of turn. Another target creature gets -2/-2 until end of turn.|Apocalypse|Common|null|0
3735|Corrosion|{1}{B}{R}|Enchantment| | |Cumulative upkeep {1} <br>At the beginning of your upkeep, put a rust counter on each artifact target opponent controls. Then destroy each artifact with converted mana cost less than or equal to the number of rust counters on it. Artifacts destroyed this way can't be regenerated. <br>When Corrosion leaves play, remove all rust counters from all permanents.|Visions|Rare|null|0
28670|Cromat|{W}{U}{B}{R}{G}|Legendary Creature - Illusion|5|5|{W}{B}: Destroy target creature blocking or blocked by Cromat. <br>{U}{R}: Cromat gains flying until end of turn. <br>{B}{G}: Regenerate Cromat. <br>{R}{W}: Cromat gets +1/+1 until end of turn. <br>{G}{U}: Put Cromat on top of its owner's library.|Apocalypse|Rare|null|0
23207|Crosis, the Purger|{3}{U}{B}{R}|Legendary Creature - Dragon|6|6|Flying <br>Whenever Crosis, the Purger deals combat damage to a player, you may pay {2}{B}. If you do, choose a color. That player reveals his or her hand and discards all cards of that color.|Invasion|Rare|null|0
25863|Crosis's Charm|{U}{B}{R}|Instant| | |Choose one - Return target permanent to its owner's hand; or destroy target nonblack creature, and it can't be regenerated; or destroy target artifact.|Planeshift|Uncommon|null|0
5134|Crystalline Sliver|{W}{U}|Creature - Sliver|2|2|All Slivers have shroud. <i>(They can't be the targets of spells or abilities.)</i>|Stronghold|Uncommon|null|0
97215|Culling Sun|{2}{W}{W}{B}|Sorcery| | |Destroy each creature with converted mana cost 3 or less.|Guildpact|Rare|null|0
107346|Cytoshape|{1}{G}{U}|Instant| | |Choose a nonlegendary creature in play. Target creature becomes a copy of that creature until end of turn.|Dissension|Rare|null|0
2870|Dakkon Blackblade|{2}{W}{U}{U}{B}|Legendary Creature - Human Warrior|*|*|Dakkon Blackblade's power and toughness are each equal to the number of lands you control.|Chronicles|Rare|null|0
23208|Darigaaz, the Igniter|{3}{B}{R}{G}|Legendary Creature - Dragon|6|6|Flying <br>Whenever Darigaaz, the Igniter deals combat damage to a player, you may pay {2}{R}. If you do, choose a color. That player reveals his or her hand and Darigaaz deals X damage to him or her, where X is the number of cards revealed of that color.|Invasion|Rare|null|0
25864|Darigaaz's Charm|{B}{R}{G}|Instant| | |Choose one - Return target creature card from your graveyard to your hand; or Darigaaz's Charm deals 3 damage to target creature or player; or target creature gets +3/+3 until end of turn.|Planeshift|Uncommon|null|0
25822|Daring Leap|{1}{W}{U}|Instant| | |Target creature gets +1/+1 and gains flying and first strike until end of turn.|Planeshift|Common|null|0
89017|Dark Heart of the Wood|{B}{G}|Enchantment| | |Sacrifice a Forest: You gain 3 life.|Ravnica: City of Guilds|Uncommon|null|0
126012|Darkheart Sliver|{B}{G}|Creature - Sliver|2|2|All Slivers have "Sacrifice this permanent: You gain 3 life."|Planar Chaos|Uncommon|null|0
29415|Death Grasp|{X}{W}{B}|Sorcery| | |Death Grasp deals X damage to target creature or player. You gain X life.|Apocalypse|Rare|null|0
25833|Death Mutation|{6}{B}{G}|Sorcery| | |Destroy target nonblack creature. It can't be regenerated. Put X 1/1 green Saproling creature tokens into play, where X is its converted mana cost.|Apocalypse|Uncommon|null|0
97193|Debtors' Knell|{4}{W/B}{W/B}{W/B}|Enchantment| | |<i>({W/B} can be paid with either {W} or {B}.)</i> <br>At the beginning of your upkeep, put target creature card in a graveyard into play under your control.|Guildpact|Rare|null|0
31798|Decimate|{2}{R}{G}|Sorcery| | |Destroy target artifact, target creature, target enchantment, and target land.|Odyssey|Rare|null|0
122057|Deepfire Elemental|{4}{B}{R}|Creature - Elemental|4|4|{X}{X}{1}: Destroy target artifact or creature with converted mana cost X.|Coldsnap|Uncommon|null|0
3531|Delirium|{1}{B}{R}|Instant| | |Play Delirium only during an opponent's turn. <br>Tap target creature that player controls. That creature deals damage equal to its power to the player. Prevent all combat damage that would be dealt to and dealt by the creature this turn.|Mirage|Uncommon|null|0
109668|Dementia Sliver|{3}{U}{B}|Creature - Sliver|3|3|All Slivers have "{T}: Name a card. Target opponent reveals a card at random from his or her hand. If it's the named card, that player discards it. Play this ability only during your turn."|Time Spiral|Uncommon|null|0
9690|Destructive Flow|{B}{R}{G}|Enchantment| | |At the beginning of each player's upkeep, that player sacrifices a nonbasic land.|Planeshift|Rare|null|0
26613|Diabolic Vision|{U}{B}|Sorcery| | |Look at the top five cards of your library. Put one of them into your hand and the rest on top of your library.|Beatdown Box Set|Uncommon|null|0
121138|Diamond Faerie|{2}{G}{W}{U}|Snow Creature - Faerie|3|3|Flying <br>{1}{S}: Snow creatures you control get +1/+1 until end of turn. <i>({S} can be paid with one mana from a snow permanent.)</i>|Coldsnap|Rare|null|0
87906|Dimir Cutpurse|{1}{U}{B}|Creature - Spirit|2|2|Whenever Dimir Cutpurse deals combat damage to a player, that player discards a card and you draw a card.|Ravnica: City of Guilds|Rare|null|0
83850|Dimir Doppelganger|{1}{U}{B}|Creature - Shapeshifter|0|2|{1}{U}{B}: Remove target creature card in a graveyard from the game. Dimir Doppelganger becomes a copy of that card and gains this ability.|Ravnica: City of Guilds|Rare|null|0
87990|Dimir Guildmage|{U/B}{U/B}|Creature - Human Wizard|2|2|<i>({U/B} can be paid with either {U} or {B}.)</i> <br>{3}{U}: Target player draws a card. Play this ability only any time you could play a sorcery. <br>{3}{B}: Target player discards a card. Play this ability only any time you could play a sorcery.|Ravnica: City of Guilds|Uncommon|null|0
87987|Dimir Infiltrator|{U}{B}|Creature - Spirit|1|3|Dimir Infiltrator is unblockable. <br>Transmute {1}{U}{B} <i>({1}{U}{B}, Discard this card: Search your library for a card with the same converted mana cost as this card, reveal it, and put it into your hand. Then shuffle your library. Play only as a sorcery.)</i>|Ravnica: City of Guilds|Common|null|0
3532|Discordant Spirit|{2}{B}{R}|Creature - Spirit|2|2|At the end of each turn, if it was an opponent's turn, put a +1/+1 counter on Discordant Spirit for each 1 damage dealt to you that turn. <br>At the end of your turn, remove all +1/+1 counters on Discordant Spirit.|Mirage|Rare|null|0
97197|Djinn Illuminatus|{5}{U/R}{U/R}|Creature - Djinn|3|5|<i>({U/R} can be paid with either {U} or {R}.)</i> <br>Flying <br>Each instant and sorcery spell you play has replicate. The replicate cost is equal to its mana cost. <i>(When you play it, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)</i>|Guildpact|Rare|null|0
23051|Doomsday Specter|{2}{U}{B}|Creature - Specter|2|3|Flying <br>When Doomsday Specter comes into play, return a blue or black creature you control to its owner's hand. <br>Whenever Doomsday Specter deals combat damage to a player, look at that player's hand and choose a card from it. The player discards that card.|Planeshift|Rare|null|0
140201|Doran, the Siege Tower|{B}{G}{W}|Legendary Creature - Treefolk Shaman|0|5|Each creature assigns combat damage equal to its toughness rather than its power.|Lorwyn|Rare|null|0
126025|Dormant Sliver|{2}{G}{U}|Creature - Sliver|2|2|All Sliver creatures have defender. <br>All Slivers have "When this permanent comes into play, draw a card."|Planar Chaos|Uncommon|null|0
107428|Dovescape|{3}{W/U}{W/U}{W/U}|Enchantment| | |<i>({W/U} can be paid with either {W} or {U}.)</i> <br>Whenever a player plays a noncreature spell, counter that spell. That player puts X 1/1 white and blue Bird creature tokens with flying into play, where X is the spell's converted mana cost.|Dissension|Rare|null|0
4912|Dracoplasm|{U}{R}|Creature - Shapeshifter|0|0|Flying <br> <br>As Dracoplasm comes into play, sacrifice any number of creatures. Dracoplasm's power becomes the total power of those creatures and its toughness becomes their total toughness. <br> <br>{R}: Dracoplasm gets +1/+0 until end of turn.|Tempest|Rare|null|0
113541|Dralnu, Lich Lord|{3}{U}{B}|Legendary Creature - Zombie|3|3|If damage would be dealt to Dralnu, sacrifice that many permanents instead. <br>{T}: Target instant or sorcery card in your graveyard has flashback until end of turn. Its flashback cost becomes equal to its mana cost as you play it. <i>(You may play that card from your graveyard for its flashback cost. Then remove it from the game.)</i>|Time Spiral|Rare|null|0
26840|Dralnu's Crusade|{1}{B}{R}|Enchantment| | |Goblin creatures get +1/+1. <br>All Goblins are black and are Zombies in addition to their other creature types.|Planeshift|Rare|null|0
107322|Dread Slag|{3}{B}{R}|Creature - Horror|9|9|Trample <br>Dread Slag gets -4/-4 for each card in your hand.|Dissension|Rare|null|0
23206|Dromar, the Banisher|{3}{W}{U}{B}|Legendary Creature - Dragon|6|6|Flying <br>Whenever Dromar, the Banisher deals combat damage to a player, you may pay {2}{U}. If you do, choose a color. Return all creatures of that color to their owners' hands.|Invasion|Rare|null|0
25862|Dromar's Charm|{W}{U}{B}|Instant| | |Choose one - You gain 5 life; or counter target spell; or target creature gets -2/-2 until end of turn.|Planeshift|Uncommon|null|0
87989|Drooling Groodion|{3}{B}{B}{G}|Creature - Beast|4|3|{2}{B}{G}, Sacrifice a creature: Target creature gets +2/+2 until end of turn. Another target creature gets -2/-2 until end of turn.|Ravnica: City of Guilds|Uncommon|null|0
25438|Dueling Grounds|{1}{G}{W}|Enchantment| | |No more than one creature can attack each turn. <br>No more than one creature can block each turn.|Invasion|Rare|null|0
107091|Dune-Brood Nephilim|{B}{R}{G}{W}|Creature - Nephilim|3|3|Whenever Dune-Brood Nephilim deals combat damage to a player, put a 1/1 colorless Sand creature token into play for each land you control.|Guildpact|Rare|null|0
2721|Earthlink|{3}{B}{R}{G}|Enchantment| | |At the beginning of your upkeep, sacrifice Earthlink unless you pay {2}. <br> <br>Whenever a creature is put into a graveyard from play, that creature's controller sacrifices a land.|Ice Age|Rare|null|0
29450|Ebony Treefolk|{1}{B}{G}|Creature - Treefolk|3|3|{B}{G}: Ebony Treefolk gets +1/+1 until end of turn.|Apocalypse|Uncommon|null|0
43513|Edgewalker|{1}{W}{B}|Creature - Human Cleric|2|2|Cleric spells you play cost {W}{B} less to play. This effect reduces only the amount of colored mana you pay. <i>(For example, if you play a Cleric with mana cost </i>{1}{W}<i>, it costs </i>{1}<i> to play.)</i>|Scourge|Uncommon|null|0
25646|Eladamri's Call|{G}{W}|Instant| | |Search your library for a creature card, reveal that card, and put it into your hand. Then shuffle your library.|Planeshift|Rare|null|0
96829|Electrolyze|{1}{U}{R}|Instant| | |Electrolyze deals 2 damage divided as you choose among any number of target creatures and/or players. <br>Draw a card.|Guildpact|Uncommon|null|0
2722|Elemental Augury|{U}{B}{R}|Enchantment| | |{3}: Look at the top three cards of target player's library and put them back on top of that player's library in any order.|Ice Age|Rare|null|0
3533|Emberwilde Caliph|{2}{U}{R}|Creature - Djinn|4|4|Flying, trample <br> <br>Emberwilde Caliph attacks each turn if able. <br> <br>Whenever Emberwilde Caliph deals damage, you lose that much life.|Mirage|Rare|null|0
159830|Energy Arc|{W}{U}|Instant| | |Untap any number of target creatures. Prevent all combat damage that would be dealt to and dealt by those creatures this turn.|Masters Edition|Magic Online only|null|0
3534|Energy Bolt|{X}{R}{W}|Sorcery| | |Choose one - Energy Bolt deals X damage to target player; or target player gains X life.|Mirage|Rare|null|0
25614|Ertai, the Corrupted|{2}{W}{U}{B}|Legendary Creature - Human Wizard|3|4|{U}, {T}, Sacrifice a creature or enchantment: Counter target spell.|Planeshift|Rare|null|0
